"","Bed","SampleID","Year_planted","Species","Site","Sample_Date","Month","Day","Year","Canopy_Height_cm","Width_cm","Width_2_cm","Stem_diameter","Stem_Elongation_1_mm","Stem_Elongation_2_mm","Stem_Elongation_3_mm","Length_1_mm","Length_2_mm","Length_3_mm"
"183","MG","KLSpE11",2013,"Salix pulchra","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"45","35","30",NA,NA,NA
"184","MG","KLSpE11",2013,"Salix pulchra","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"53","50","55","152","100","100"
"185","MG","KLSpE11",2013,"Salix pulchra","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"18","11","10",NA,NA,NA
"186","MG","KLSpE12",2013,"Salix pulchra","Kluane","18/05/2015","5","18",2015,NA,NA,NA,NA,"20.97","25.58","23.86",NA,NA,NA
"187","MG","KLSpE12",2013,"Salix pulchra","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"32","35","36",NA,NA,NA
"188","MG","KLSpE12",2013,"Salix pulchra","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"41","42","45","160","140","145"
"189","MG","KLSpE12",2013,"Salix pulchra","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"15","10","11",NA,NA,NA
"190","MG","KLSpE13",2013,"Salix pulchra","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"6","10","5",NA,NA,NA
"191","MG","KLSpE14",2013,"Salix pulchra","Kluane","18/05/2015","5","18",2015,NA,NA,NA,NA,"26.63","23.79","19.2",NA,NA,NA
"192","MG","KLSpE14",2013,"Salix pulchra","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"46","46","40",NA,NA,NA
"193","MG","KLSpE14",2013,"Salix pulchra","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"55","55","56","95","80","40"
"194","MG","KLSpE14",2013,"Salix pulchra","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"15","14","16",NA,NA,NA
"195","MG","KLSpE15",2013,"Salix pulchra","Kluane","18/05/2015","5","18",2015,NA,NA,NA,NA,"22.42","19.27","18.42",NA,NA,NA
"196","MG","KLSpE15",2013,"Salix pulchra","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"35","20","25",NA,NA,NA
"197","MG","KLSpE15",2013,"Salix pulchra","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"40","33","30","62","52","41"
"198","MG","KLSpE15",2013,"Salix pulchra","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"26","15","15",NA,NA,NA
"199","IMS","KLSpE2",2013,"Salix pulchra","Kluane","18/05/2015","5","18",2015,NA,NA,NA,NA,"13.79","11.65","14.13",NA,NA,NA
"200","IMS","KLSpE2",2013,"Salix pulchra","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"19","26","25",NA,NA,NA
"201","IMS","KLSpE2",2013,"Salix pulchra","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"30","32","34","50","30","33"
"202","IMS","KLSpE2",2013,"Salix pulchra","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"31","24","21",NA,NA,NA
"203","IMS","KLSpE4",2013,"Salix pulchra","Kluane","18/05/2015","5","18",2015,NA,NA,NA,NA,"15.94","17.35","11.45",NA,NA,NA
"204","IMS","KLSpE4",2013,"Salix pulchra","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"35","25","30",NA,NA,NA
"205","IMS","KLSpE4",2013,"Salix pulchra","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"38","40","39","42","30","25"
"206","IMS","KLSpE4",2013,"Salix pulchra","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"5","5",NA,NA,NA,NA
"207","IMS","KLSpE5",2013,"Salix pulchra","Kluane","18/05/2015","5","18",2015,NA,NA,NA,NA,"10.41","12.59","13.2",NA,NA,NA
"208","IMS","KLSpE5",2013,"Salix pulchra","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"19","22","21",NA,NA,NA
"209","IMS","KLSpE5",2013,"Salix pulchra","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"25","27","25","10","11","13"
"210","IMS","KLSpE5",2013,"Salix pulchra","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"11","9","13",NA,NA,NA
"211","CF","KLSpE6",2013,"Salix pulchra","Kluane","18/05/2015","5","18",2015,NA,NA,NA,NA,"23.01","20.31","16.77",NA,NA,NA
"212","CF","KLSpE6",2013,"Salix pulchra","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"45","39","35","20","20","12"
"213","CF","KLSpE6",2013,"Salix pulchra","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"59","57","54","180","172","136"
"214","CF","KLSpE6",2013,"Salix pulchra","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"17","15","12",NA,NA,NA
"215","CF","KLSpE7",2013,"Salix pulchra","Kluane","18/05/2015","5","18",2015,NA,NA,NA,NA,"20.71","24.33","23.07",NA,NA,NA
"216","CF","KLSpE7",2013,"Salix pulchra","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"35","25","20",NA,NA,NA
"217","CF","KLSpE7",2013,"Salix pulchra","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"48","43","40","140","110","95"
"218","CF","KLSpE7",2013,"Salix pulchra","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"7","6","8",NA,NA,NA
"219","CF","KLSpE8",2013,"Salix pulchra","Kluane","18/05/2015","5","18",2015,NA,NA,NA,NA,"23.7","12.25","14.4",NA,NA,NA
"220","CF","KLSpE8",2013,"Salix pulchra","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"30","40","25",NA,NA,NA
"221","CF","KLSpE8",2013,"Salix pulchra","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"51","50","44","50","34","78"
"222","CF","KLSpE8",2013,"Salix pulchra","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"12","11","10",NA,NA,NA
"223","CF","KLSpE9",2013,"Salix pulchra","Kluane","18/05/2015","5","18",2015,NA,NA,NA,NA,"18.67","11.65","32.67",NA,NA,NA
"224","CF","KLSpE9",2013,"Salix pulchra","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"21","30","35",NA,NA,NA
"225","CF","KLSpE9",2013,"Salix pulchra","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"51","52","53","96","98","111"
"226","CF","KLSpE9",2013,"Salix pulchra","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"19","20","23",NA,NA,NA
"227","LB","KLSrC1",2013,"Salix richardsonii","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"25","35","17",NA,NA,NA
"228","IR","KLSrC10",2013,"Salix richardsonii","Kluane","18/05/2015","5","18",2015,NA,NA,NA,NA,"34.66","24.24","18.9",NA,NA,NA
"229","IR","KLSrC10",2013,"Salix richardsonii","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"40","30","25",NA,NA,NA
"230","IR","KLSrC10",2013,"Salix richardsonii","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"48","50","51","201","186","145"
"231","IR","KLSrC10",2013,"Salix richardsonii","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"10","10","9",NA,NA,NA
"232","AC","KLSrC11",2013,"Salix richardsonii","Kluane","21/05/2015","5","21",2015,NA,NA,NA,NA,"18.31","11.85","18.58",NA,NA,NA
"233","AC","KLSrC11",2013,"Salix richardsonii","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"32","30","25","59","50","46"
"234","AC","KLSrC11",2013,"Salix richardsonii","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"37","35","34","51","59","38"
"235","AC","KLSrC13",2013,"Salix richardsonii","Kluane","20/05/2015","5","20",2015,NA,NA,NA,NA,"16.69","15.26","10.23",NA,NA,NA
"236","AC","KLSrC13",2013,"Salix richardsonii","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"50","40","35",NA,NA,NA
"237","AC","KLSrC13",2013,"Salix richardsonii","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"56","55","52","45","33","20"
"238","LB","KLSrC2",2013,"Salix richardsonii","Kluane","18/05/2015","5","18",2015,NA,NA,NA,NA,"26.82","19.39","23.72",NA,NA,NA
"239","LB","KLSrC2",2013,"Salix richardsonii","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"45","40","40","75","75","6"
"240","LB","KLSrC2",2013,"Salix richardsonii","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"50","51","53","50","65","56"
"241","LB","KLSrC2",2013,"Salix richardsonii","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"22","14","15",NA,NA,NA
"242","IR","KLSrC6",2013,"Salix richardsonii","Kluane","18/05/2015","5","18",2015,NA,NA,NA,NA,"26.55","29.51","25.11",NA,NA,NA
"243","IR","KLSrC6",2013,"Salix richardsonii","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"40","35","45","50","110","50"
"244","IR","KLSrC6",2013,"Salix richardsonii","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"11","15","15",NA,NA,NA
"245","IR","KLSrC7",2013,"Salix richardsonii","Kluane","18/05/2015","5","18",2015,NA,NA,NA,NA,"12.13","15.15","15.9",NA,NA,NA
"246","IR","KLSrC7",2013,"Salix richardsonii","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"30","40","35",NA,NA,NA
"247","IR","KLSrC7",2013,"Salix richardsonii","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"50","60","48","80","120","60"
"248","SW","KLSrE10",2013,"Salix richardsonii","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"38","44","35",NA,NA,NA
"249","SW","KLSrE10",2013,"Salix richardsonii","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"55","48","45","78","55","55"
"250","SW","KLSrE10",2013,"Salix richardsonii","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"15","13","13",NA,NA,NA
"251","IR","KLSrE11",2013,"Salix richardsonii","Kluane","18/05/2015","5","18",2015,NA,NA,NA,NA,"28.71","25.27","18.87",NA,NA,NA
"252","IR","KLSrE11",2013,"Salix richardsonii","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"25","45","24",NA,NA,NA
"253","IR","KLSrE11",2013,"Salix richardsonii","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"48","46","45","130","120","135"
"254","IR","KLSrE11",2013,"Salix richardsonii","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"13","15","10",NA,NA,NA
"255","IR","KLSrE13",2013,"Salix richardsonii","Kluane","18/05/2015","5","18",2015,NA,NA,NA,NA,"16.99","10.3","8.25",NA,NA,NA
"256","IR","KLSrE13",2013,"Salix richardsonii","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"49","40","37",NA,NA,NA
"257","IR","KLSrE13",2013,"Salix richardsonii","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"45","48","50","73","80","65"
"258","IR","KLSrE13",2013,"Salix richardsonii","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"13","15","14",NA,NA,NA
"259","IR","KLSrE14",2013,"Salix richardsonii","Kluane","18/05/2015","5","18",2015,NA,NA,NA,NA,"10.98","8.31","10.84",NA,NA,NA
"260","IR","KLSrE14",2013,"Salix richardsonii","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"45","35","30","80","55","34"
"261","IR","KLSrE14",2013,"Salix richardsonii","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"48","47","50","93","50","38"
"262","IR","KLSrE14",2013,"Salix richardsonii","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"16","17","8",NA,NA,NA
"263","IR","KLSrE15",2013,"Salix richardsonii","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"55","50","30",NA,NA,NA
"264","IR","KLSrE15",2013,"Salix richardsonii","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"60","62","62","195","60","20"
"265","IR","KLSrE15",2013,"Salix richardsonii","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"12","13","14",NA,NA,NA
"266","LB","KLSrE4",2013,"Salix richardsonii","Kluane","18/05/2015","5","18",2015,NA,NA,NA,NA,"9.92","14.24","12.65",NA,NA,NA
"267","LB","KLSrE4",2013,"Salix richardsonii","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"43","43","31",NA,NA,NA
"268","LB","KLSrE4",2013,"Salix richardsonii","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"45","46","47","55","43","20"
"269","LB","KLSrE4",2013,"Salix richardsonii","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"10","12","12",NA,NA,NA
"270","SW","KLSrE6",2013,"Salix richardsonii","Kluane","18/05/2015","5","18",2015,NA,NA,NA,NA,"21.62","23.95","17.98",NA,NA,NA
"271","SW","KLSrE6",2013,"Salix richardsonii","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"40","42","45","80","45","40"
"272","SW","KLSrE6",2013,"Salix richardsonii","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"55","56","58","120","70","50"
"273","SW","KLSrE6",2013,"Salix richardsonii","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"17","15","17",NA,NA,NA
"274","SW","KLSrE7",2013,"Salix richardsonii","Kluane","18/05/2015","5","18",2015,NA,NA,NA,NA,"26.35","26.83","22.63",NA,NA,NA
"275","SW","KLSrE7",2013,"Salix richardsonii","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"30","30","2.3",NA,NA,NA
"276","SW","KLSrE7",2013,"Salix richardsonii","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"37","40","39","120","100","95"
"277","SW","KLSrE7",2013,"Salix richardsonii","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"18","15","14",NA,NA,NA
"278","SW","KLSrE9",2013,"Salix richardsonii","Kluane","02/06/2015","6","2",2015,NA,NA,NA,NA,"25","28","29",NA,NA,NA
"279","SW","KLSrE9",2013,"Salix richardsonii","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"50","35","35","65","40","70"
"280","SW","KLSrE9",2013,"Salix richardsonii","Kluane","15/08/2015","8","15",2015,NA,NA,NA,NA,"15","14","16",NA,NA,NA
"281","CF","KPSr5",2013,"Salix richardsonii","Kluane","18/06/2015","6","18",2015,NA,NA,NA,NA,"16","15",NA,NA,NA,NA
"282","IMS","H15Sp1",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,"5.5",NA,NA,NA,"26","21","22","13","6",NA
"283","IMS","H15Sp1",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,"21.6",NA,NA,NA,"21","25","16","3",NA,NA
"284","IMS","H15Sp1",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,"21.7",NA,NA,NA,"26.8","20.3","16.6","7.6","7.6","4.2"
"285","IMS","H15Sp1",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,"7","5","5","2",NA,NA
"286","CF","H15Sp10",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,"3.5",NA,NA,NA,"40","30","31","21","29",NA
"287","CF","H15Sp10",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,"5",NA,NA,NA,"38","30","25","29",NA,NA
"288","CF","H15Sp10",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,"7.5",NA,NA,NA,"38.9","36","35.3","28.7","28.6",NA
"289","CF","H15Sp10",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,"28","25","24","23","2",NA
"290","CF","H15Sp11",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,"1.6",NA,NA,NA,"26","19","14","11",NA,NA
"291","CF","H15Sp11",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,"17.9",NA,NA,NA,"10.5","9.3","10",NA,NA,NA
"292","CF","H15Sp11",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,"18.5",NA,NA,NA,"20","22","20",NA,NA,NA
"293","CF","H15Sp11",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,"8","9","7",NA,NA,NA
"294","CF","H15Sp12",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,"8.4",NA,NA,NA,"21","16","16",NA,NA,NA
"295","CF","H15Sp12",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,"8.6",NA,NA,NA,"16","15.7","16.3",NA,NA,NA
"296","CF","H15Sp12",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","CF","H15Sp12",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,"12","14","13",NA,NA,NA
"298","CF","H15Sp13",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,"13.8",NA,NA,NA,"37","42","44","53","47","10"
"299","CF","H15Sp13",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,"15.5",NA,NA,NA,"39","40","40","51","53","13"
"300","CF","H15Sp13",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,"27.5",NA,NA,NA,"31","34","33","41","37","0"
"301","CF","H15Sp13",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,"13","14","14","10",NA,NA
"302","CF","H15Sp14",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,"15.5",NA,NA,NA,"18","16","17","8","7","0"
"303","CF","H15Sp14",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,"16.3",NA,NA,NA,"48","19","18","19","15",NA
"304","CF","H15Sp14",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,"17.1",NA,NA,NA,"22","19","23","9","14","9"
"305","CF","H15Sp14",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,"21","18","16","10","7","6"
"306","CF","H15Sp15",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,"21.3",NA,NA,NA,"31","41","40","46","30",NA
"307","CF","H15Sp15",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,"21.9",NA,NA,NA,"29","31","25","38","23","0"
"308","CF","H15Sp15",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,"22",NA,NA,NA,"31","28","32","43","29","7"
"309","CF","H15Sp15",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,"32","31","32","38","21","6"
"310","CF","H15Sp16",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,"17.8",NA,NA,NA,"33","32","32","16","14","6"
"311","CF","H15Sp16",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,"19.2",NA,NA,NA,"29","30","25","13","12","4"
"312","CF","H15Sp16",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,"19.2",NA,NA,NA,"27","26","24","0","0","0"
"313","CF","H15Sp16",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","CF","H15Sp17",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,"19",NA,NA,NA,"27","24","16","18","15","8"
"315","CF","H15Sp17",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,"19.6",NA,NA,NA,"25","28","19","16","16","7"
"316","CF","H15Sp17",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,"20.4",NA,NA,NA,"23","24","13","11","9","0"
"317","CF","H15Sp17",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,"18","16","16","12","4","2"
"318","CF","H15Sp18",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,"10.6",NA,NA,NA,"46","44","35","40",NA,NA
"319","CF","H15Sp18",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,"10.7",NA,NA,NA,"52","45","41","37",NA,NA
"320","CF","H15Sp18",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,"11.2",NA,NA,NA,"40","33","35","32","0","0"
"321","CF","H15Sp18",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,"41","36","41","27","2","19"
"322","CF","H15Sp19",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,"5.3",NA,NA,NA,"35","27","30","42",NA,NA
"323","CF","H15Sp19",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,"5.4",NA,NA,NA,"30","28","27","40","18","0"
"324","CF","H15Sp19",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,"5.6",NA,NA,NA,"31","31","32","47",NA,NA
"325","CF","H15Sp19",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,"35","31","30","34",NA,NA
"326","IMS","H15Sp2",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,"3.3",NA,NA,NA,"22","21","20","22","18","7"
"327","IMS","H15Sp2",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,"4",NA,NA,NA,"20.9","20.8","15.5","16.9","21.6","14.3"
"328","IMS","H15Sp2",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,"31",NA,NA,NA,"17","21","14","23","22","18"
"329","IMS","H15Sp2",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,"21","19","19","23","14","23"
"330","CF","H15Sp20",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,"3.2",NA,NA,NA,"33",NA,NA,"29",NA,NA
"331","CF","H15Sp20",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,"4.4",NA,NA,NA,"30","32","28","29",NA,NA
"332","CF","H15Sp20",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,"5.4",NA,NA,NA,"27","31","30","30","0","0"
"333","CF","H15Sp20",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,"20","24","31","24","6",NA
"334","MG","H15Sp21",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","MG","H15Sp21",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","MG","H15Sp21",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","MG","H15Sp21",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","MG","H15Sp22",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","MG","H15Sp22",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","MG","H15Sp22",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","MG","H15Sp22",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","MG","H15Sp23",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,"9.5",NA,NA,NA,NA,NA,NA,"19","16",NA
"343","MG","H15Sp23",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,"15.5",NA,NA,NA,"23","18","18","21","3","10"
"344","MG","H15Sp23",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,"18.2",NA,NA,NA,"20","17","14","18","0","0"
"345","MG","H15Sp23",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,"26","22","23","10","6","12"
"346","MG","H15Sp24",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,"11",NA,NA,NA,"16","16","10","16",NA,NA
"347","MG","H15Sp24",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,"18.5",NA,NA,NA,"13","7","16","10","0","0"
"348","MG","H15Sp24",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","MG","H15Sp24",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,"20","26","16","8","7","7"
"350","AB","H15Sp25",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,"3.6",NA,NA,NA,"23","21","19","22",NA,NA
"351","AB","H15Sp25",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,"3.6",NA,NA,NA,"19.6","22.2","17.4","20.9",NA,NA
"352","AB","H15Sp25",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,"3.8",NA,NA,NA,"19","22","20","21",NA,NA
"353","AB","H15Sp25",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,"22","22","18","21","6","7"
"354","AB","H15Sp26",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,"11.3",NA,NA,NA,"19","15","14",NA,NA,NA
"355","AB","H15Sp26",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,"13",NA,NA,NA,"15.8","15.8","15.6",NA,NA,NA
"356","AB","H15Sp26",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","AB","H15Sp26",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,"19","17","18","1","1",NA
"358","AB","H15Sp27",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,"9.5",NA,NA,NA,"30","28","16","15","14","15"
"359","AB","H15Sp27",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,"10.7",NA,NA,NA,"28.6","25.4","19.7","19.4","13","12.5"
"360","AB","H15Sp27",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,"19",NA,NA,NA,"21","17","15","18","13",NA
"361","AB","H15Sp27",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,"29","29","27","16","14","15"
"362","AB","H15Sp28",2015,"Salix pulchra","Qikiqtaruk","11/08/2016","8","11",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363","AB","H15Sp28",2015,"Salix pulchra","Qikiqtaruk","09/07/2016","7","9",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","AB","H15Sp28",2015,"Salix pulchra","Qikiqtaruk","26/06/2016","6","26",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","AB","H15Sp28",2015,"Salix pulchra","Qikiqtaruk","05/06/2016","6","5",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
